breeding_pair,breeding_results,breeding_pair_color,breeding_results_color,probability
"['rr-YY-ss', 'rr-Yy-Ss']","['rr-YY-Ss', 'rr-YY-ss', 'rr-Yy-Ss', 'rr-Yy-ss']","['Yellow', 'Yellow']","['Yellow (seed)', 'Yellow', 'Yellow', 'Yellow']","['25%', '25%', '25%', '25%']"
"['rr-YY-ss', 'rr-Yy-ss']","['rr-YY-ss', 'rr-Yy-ss']","['Yellow', 'Yellow']","['Yellow', 'Yellow']","['50%', '50%']"
"['rr-YY-ss', 'rr-yy-SS']",['rr-Yy-Ss'],"['Yellow', 'White']",['Yellow'],['100%']
"['rr-YY-ss', 'rr-yy-Ss']","['rr-Yy-Ss', 'rr-Yy-ss']","['Yellow', 'White (seed)']","['Yellow', 'Yellow']","['50%', '50%']"
"['rr-YY-ss', 'rr-yy-ss']",['rr-Yy-ss'],"['Yellow', 'White']",['Yellow'],['100%']
"['rr-Yy-SS', 'rr-Yy-SS']","['rr-YY-SS', 'rr-Yy-SS', 'rr-yy-SS']","['White', 'White']","['Yellow', 'White', 'White']","['33%', '33%', '33%']"
"['rr-Yy-SS', 'rr-Yy-Ss']","['rr-YY-SS', 'rr-YY-Ss', 'rr-Yy-SS', 'rr-Yy-Ss', 'rr-yy-SS', 'rr-yy-Ss']","['White', 'Yellow']","['Yellow', 'Yellow (seed)', 'White', 'Yellow', 'White', 'White (seed)']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['rr-Yy-SS', 'rr-Yy-ss']","['rr-YY-Ss', 'rr-Yy-Ss', 'rr-yy-Ss']","['White', 'Yellow']","['Yellow (seed)', 'Yellow', 'White (seed)']","['33%', '33%', '33%']"
"['rr-Yy-SS', 'rr-yy-SS']","['rr-Yy-SS', 'rr-yy-SS']","['White', 'White']","['White', 'White']","['50%', '50%']"
"['rr-Yy-SS', 'rr-yy-Ss']","['rr-Yy-SS', 'rr-Yy-Ss', 'rr-yy-SS', 'rr-yy-Ss']","['White', 'White (seed)']","['White', 'Yellow', 'White', 'White (seed)']","['25%', '25%', '25%', '25%']"
"['rr-Yy-SS', 'rr-yy-ss']","['rr-Yy-Ss', 'rr-yy-Ss']","['White', 'White']","['Yellow', 'White (seed)']","['50%', '50%']"
"['rr-Yy-Ss', 'rr-Yy-Ss']","['rr-YY-SS', 'rr-YY-Ss', 'rr-YY-ss', 'rr-Yy-SS', 'rr-Yy-Ss', 'rr-Yy-ss', 'rr-yy-SS', 'rr-yy-Ss', 'rr-yy-ss']","['Yellow', 'Yellow']","['Yellow', 'Yellow (seed)', 'Yellow', 'White', 'Yellow', 'Yellow', 'White', 'White (seed)', 'White']","['11%', '11%', '11%', '11%', '11%', '11%', '11%', '11%', '11%']"
"['rr-Yy-Ss', 'rr-Yy-ss']","['rr-YY-Ss', 'rr-YY-ss', 'rr-Yy-Ss', 'rr-Yy-ss', 'rr-yy-Ss', 'rr-yy-ss']","['Yellow', 'Yellow']","['Yellow (seed)', 'Yellow', 'Yellow', 'Yellow', 'White (seed)', 'White']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['rr-Yy-Ss', 'rr-yy-SS']","['rr-Yy-SS', 'rr-Yy-Ss', 'rr-yy-SS', 'rr-yy-Ss']","['Yellow', 'White']","['White', 'Yellow', 'White', 'White (seed)']","['25%', '25%', '25%', '25%']"
"['rr-Yy-Ss', 'rr-yy-Ss']","['rr-Yy-SS', 'rr-Yy-Ss', 'rr-Yy-ss', 'rr-yy-SS', 'rr-yy-Ss', 'rr-yy-ss']","['Yellow', 'White (seed)']","['White', 'Yellow', 'Yellow', 'White', 'White (seed)', 'White']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['rr-Yy-Ss', 'rr-yy-ss']","['rr-Yy-Ss', 'rr-Yy-ss', 'rr-yy-Ss', 'rr-yy-ss']","['Yellow', 'White']","['Yellow', 'Yellow', 'White (seed)', 'White']","['25%', '25%', '25%', '25%']"
"['rr-Yy-ss', 'rr-Yy-ss']","['rr-YY-ss', 'rr-Yy-ss', 'rr-yy-ss']","['Yellow', 'Yellow']","['Yellow', 'Yellow', 'White']","['33%', '33%', '33%']"
"['rr-Yy-ss', 'rr-yy-SS']","['rr-Yy-Ss', 'rr-yy-Ss']","['Yellow', 'White']","['Yellow', 'White (seed)']","['50%', '50%']"
"['rr-Yy-ss', 'rr-yy-Ss']","['rr-Yy-Ss', 'rr-Yy-ss', 'rr-yy-Ss', 'rr-yy-ss']","['Yellow', 'White (seed)']","['Yellow', 'Yellow', 'White (seed)', 'White']","['25%', '25%', '25%', '25%']"
"['rr-Yy-ss', 'rr-yy-ss']","['rr-Yy-ss', 'rr-yy-ss']","['Yellow', 'White']","['Yellow', 'White']","['50%', '50%']"
"['rr-yy-SS', 'rr-yy-SS']",['rr-yy-SS'],"['White', 'White']",['White'],['100%']
"['rr-yy-SS', 'rr-yy-Ss']","['rr-yy-SS', 'rr-yy-Ss']","['White', 'White (seed)']","['White', 'White (seed)']","['50%', '50%']"
"['rr-yy-SS', 'rr-yy-ss']",['rr-yy-Ss'],"['White', 'White']",['White (seed)'],['100%']
"['rr-yy-Ss', 'rr-yy-ss']","['rr-yy-Ss', 'rr-yy-ss']","['White (seed)', 'White']","['White (seed)', 'White']","['50%', '50%']"
"['rr-yy-ss', 'rr-yy-ss']",['rr-yy-ss'],"['White', 'White']",['White'],['100%']
"['RR-YY-SS', 'RR-YY-SS']",['RR-YY-SS'],"['Red', 'Red']",['Red'],['100%']
"['RR-YY-SS', 'RR-YY-Ss']","['RR-YY-SS', 'RR-YY-Ss']","['Red', 'Black']","['Red', 'Black']","['50%', '50%']"
"['RR-YY-SS', 'RR-YY-ss']",['RR-YY-Ss'],"['Red', 'Black']",['Black'],['100%']
"['RR-YY-SS', 'RR-Yy-SS']","['RR-YY-SS', 'RR-Yy-SS']","['Red', 'Red']","['Red', 'Red']","['50%', '50%']"
"['RR-YY-SS', 'RR-Yy-Ss']","['RR-YY-SS', 'RR-YY-Ss', 'RR-Yy-SS', 'RR-Yy-Ss']","['Red', 'Orange']","['Red', 'Black', 'Red', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-SS', 'RR-Yy-ss']","['RR-YY-Ss', 'RR-Yy-Ss']","['Red', 'Orange']","['Black', 'Orange']","['50%', '50%']"
"['RR-YY-SS', 'RR-yy-SS']",['RR-Yy-SS'],"['Red', 'Red']",['Red'],['100%']
"['RR-YY-SS', 'RR-yy-Ss']","['RR-Yy-SS', 'RR-Yy-Ss']","['Red', 'Red']","['Red', 'Orange']","['50%', '50%']"
"['RR-YY-SS', 'RR-yy-ss']",['RR-Yy-Ss'],"['Red', 'Red (seed)']",['Orange'],['100%']
"['RR-YY-SS', 'Rr-YY-SS']","['RR-YY-SS', 'Rr-YY-SS']","['Red', 'Orange']","['Red', 'Orange']","['50%', '50%']"
"['RR-YY-SS', 'Rr-YY-Ss']","['RR-YY-SS', 'RR-YY-Ss', 'Rr-YY-SS', 'Rr-YY-Ss']","['Red', 'Orange']","['Red', 'Black', 'Orange', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-SS', 'Rr-YY-ss']","['RR-YY-Ss', 'Rr-YY-Ss']","['Red', 'Orange']","['Black', 'Orange']","['50%', '50%']"
"['RR-YY-SS', 'Rr-Yy-SS']","['RR-YY-SS', 'RR-Yy-SS', 'Rr-YY-SS', 'Rr-Yy-SS']","['Red', 'Pink']","['Red', 'Red', 'Orange', 'Pink']","['25%', '25%', '25%', '25%']"
"['RR-YY-SS', 'Rr-Yy-Ss']","['RR-YY-SS', 'RR-YY-Ss', 'RR-Yy-SS', 'RR-Yy-Ss', 'Rr-YY-SS', 'Rr-YY-Ss', 'Rr-Yy-SS', 'Rr-Yy-Ss']","['Red', 'Orange']","['Red', 'Black', 'Red', 'Orange', 'Orange', 'Orange', 'Pink', 'Orange']","['12%', '12%', '12%', '12%', '12%', '12%', '12%', '12%']"
"['RR-YY-SS', 'Rr-Yy-ss']","['RR-YY-Ss', 'RR-Yy-Ss', 'Rr-YY-Ss', 'Rr-Yy-Ss']","['Red', 'Orange']","['Black', 'Orange', 'Orange', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-SS', 'Rr-yy-SS']","['RR-Yy-SS', 'Rr-Yy-SS']","['Red', 'Pink']","['Red', 'Pink']","['50%', '50%']"
"['RR-YY-SS', 'Rr-yy-Ss']","['RR-Yy-SS', 'RR-Yy-Ss', 'Rr-Yy-SS', 'Rr-Yy-Ss']","['Red', 'Pink']","['Red', 'Orange', 'Pink', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-SS', 'Rr-yy-ss']","['RR-Yy-Ss', 'Rr-Yy-Ss']","['Red', 'Pink']","['Orange', 'Orange']","['50%', '50%']"
"['RR-YY-SS', 'rr-YY-SS']",['Rr-YY-SS'],"['Red', 'Yellow']",['Orange'],['100%']
"['RR-YY-SS', 'rr-YY-Ss']","['Rr-YY-SS', 'Rr-YY-Ss']","['Red', 'Yellow (seed)']","['Orange', 'Orange']","['50%', '50%']"
"['RR-YY-SS', 'rr-YY-ss']",['Rr-YY-Ss'],"['Red', 'Yellow']",['Orange'],['100%']
"['RR-YY-SS', 'rr-Yy-SS']","['Rr-YY-SS', 'Rr-Yy-SS']","['Red', 'White']","['Orange', 'Pink']","['50%', '50%']"
"['RR-YY-SS', 'rr-Yy-Ss']","['Rr-YY-SS', 'Rr-YY-Ss', 'Rr-Yy-SS', 'Rr-Yy-Ss']","['Red', 'Yellow']","['Orange', 'Orange', 'Pink', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-SS', 'rr-Yy-ss']","['Rr-YY-Ss', 'Rr-Yy-Ss']","['Red', 'Yellow']","['Orange', 'Orange']","['50%', '50%']"
"['RR-YY-SS', 'rr-yy-SS']",['Rr-Yy-SS'],"['Red', 'White']",['Pink'],['100%']
"['RR-YY-SS', 'rr-yy-Ss']","['Rr-Yy-SS', 'Rr-Yy-Ss']","['Red', 'White (seed)']","['Pink', 'Orange']","['50%', '50%']"
"['RR-YY-SS', 'rr-yy-ss']",['Rr-Yy-Ss'],"['Red', 'White']",['Orange'],['100%']
"['RR-YY-Ss', 'RR-YY-Ss']","['RR-YY-SS', 'RR-YY-Ss', 'RR-YY-ss']","['Black', 'Black']","['Red', 'Black', 'Black']","['33%', '33%', '33%']"
"['RR-YY-Ss', 'RR-YY-ss']","['RR-YY-Ss', 'RR-YY-ss']","['Black', 'Black']","['Black', 'Black']","['50%', '50%']"
"['RR-YY-Ss', 'RR-Yy-SS']","['RR-YY-SS', 'RR-YY-Ss', 'RR-Yy-SS', 'RR-Yy-Ss']","['Black', 'Red']","['Red', 'Black', 'Red', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-Ss', 'RR-Yy-Ss']","['RR-YY-SS', 'RR-YY-Ss', 'RR-YY-ss', 'RR-Yy-SS', 'RR-Yy-Ss', 'RR-Yy-ss']","['Black', 'Orange']","['Red', 'Black', 'Black', 'Red', 'Orange', 'Orange']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['RR-YY-Ss', 'RR-Yy-ss']","['RR-YY-Ss', 'RR-YY-ss', 'RR-Yy-Ss', 'RR-Yy-ss']","['Black', 'Orange']","['Black', 'Black', 'Orange', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-Ss', 'RR-yy-SS']","['RR-Yy-SS', 'RR-Yy-Ss']","['Black', 'Red']","['Red', 'Orange']","['50%', '50%']"
"['RR-YY-Ss', 'RR-yy-Ss']","['RR-Yy-SS', 'RR-Yy-Ss', 'RR-Yy-ss']","['Black', 'Red']","['Red', 'Orange', 'Orange']","['33%', '33%', '33%']"
"['RR-YY-Ss', 'RR-yy-ss']","['RR-Yy-Ss', 'RR-Yy-ss']","['Black', 'Red (seed)']","['Orange', 'Orange']","['50%', '50%']"
"['RR-YY-Ss', 'Rr-YY-SS']","['RR-YY-SS', 'RR-YY-Ss', 'Rr-YY-SS', 'Rr-YY-Ss']","['Black', 'Orange']","['Red', 'Black', 'Orange', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-Ss', 'Rr-YY-Ss']","['RR-YY-SS', 'RR-YY-Ss', 'RR-YY-ss', 'Rr-YY-SS', 'Rr-YY-Ss', 'Rr-YY-ss']","['Black', 'Orange']","['Red', 'Black', 'Black', 'Orange', 'Orange', 'Orange']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['RR-YY-Ss', 'Rr-YY-ss']","['RR-YY-Ss', 'RR-YY-ss', 'Rr-YY-Ss', 'Rr-YY-ss']","['Black', 'Orange']","['Black', 'Black', 'Orange', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-Ss', 'Rr-Yy-SS']","['RR-YY-SS', 'RR-YY-Ss', 'RR-Yy-SS', 'RR-Yy-Ss', 'Rr-YY-SS', 'Rr-YY-Ss', 'Rr-Yy-SS', 'Rr-Yy-Ss']","['Black', 'Pink']","['Red', 'Black', 'Red', 'Orange', 'Orange', 'Orange', 'Pink', 'Orange']","['12%', '12%', '12%', '12%', '12%', '12%', '12%', '12%']"
"['RR-YY-Ss', 'Rr-Yy-Ss']","['RR-YY-SS', 'RR-YY-Ss', 'RR-YY-ss', 'RR-Yy-SS', 'RR-Yy-Ss', 'RR-Yy-ss', 'Rr-YY-SS', 'Rr-YY-Ss', 'Rr-YY-ss', 'Rr-Yy-SS', 'Rr-Yy-Ss', 'Rr-Yy-ss']","['Black', 'Orange']","['Red', 'Black', 'Black', 'Red', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Pink', 'Orange', 'Orange']","['8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%']"
"['RR-YY-Ss', 'Rr-Yy-ss']","['RR-YY-Ss', 'RR-YY-ss', 'RR-Yy-Ss', 'RR-Yy-ss', 'Rr-YY-Ss', 'Rr-YY-ss', 'Rr-Yy-Ss', 'Rr-Yy-ss']","['Black', 'Orange']","['Black', 'Black', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange']","['12%', '12%', '12%', '12%', '12%', '12%', '12%', '12%']"
"['RR-YY-Ss', 'Rr-yy-SS']","['RR-Yy-SS', 'RR-Yy-Ss', 'Rr-Yy-SS', 'Rr-Yy-Ss']","['Black', 'Pink']","['Red', 'Orange', 'Pink', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-Ss', 'Rr-yy-Ss']","['RR-Yy-SS', 'RR-Yy-Ss', 'RR-Yy-ss', 'Rr-Yy-SS', 'Rr-Yy-Ss', 'Rr-Yy-ss']","['Black', 'Pink']","['Red', 'Orange', 'Orange', 'Pink', 'Orange', 'Orange']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['RR-YY-Ss', 'Rr-yy-ss']","['RR-Yy-Ss', 'RR-Yy-ss', 'Rr-Yy-Ss', 'Rr-Yy-ss']","['Black', 'Pink']","['Orange', 'Orange', 'Orange', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-Ss', 'rr-YY-SS']","['Rr-YY-SS', 'Rr-YY-Ss']","['Black', 'Yellow']","['Orange', 'Orange']","['50%', '50%']"
"['RR-YY-Ss', 'rr-YY-Ss']","['Rr-YY-SS', 'Rr-YY-Ss', 'Rr-YY-ss']","['Black', 'Yellow (seed)']","['Orange', 'Orange', 'Orange']","['33%', '33%', '33%']"
"['RR-YY-Ss', 'rr-YY-ss']","['Rr-YY-Ss', 'Rr-YY-ss']","['Black', 'Yellow']","['Orange', 'Orange']","['50%', '50%']"
"['RR-YY-Ss', 'rr-Yy-SS']","['Rr-YY-SS', 'Rr-YY-Ss', 'Rr-Yy-SS', 'Rr-Yy-Ss']","['Black', 'White']","['Orange', 'Orange', 'Pink', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-Ss', 'rr-Yy-Ss']","['Rr-YY-SS', 'Rr-YY-Ss', 'Rr-YY-ss', 'Rr-Yy-SS', 'Rr-Yy-Ss', 'Rr-Yy-ss']","['Black', 'Yellow']","['Orange', 'Orange', 'Orange', 'Pink', 'Orange', 'Orange']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['RR-YY-Ss', 'rr-Yy-ss']","['Rr-YY-Ss', 'Rr-YY-ss', 'Rr-Yy-Ss', 'Rr-Yy-ss']","['Black', 'Yellow']","['Orange', 'Orange', 'Orange', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-Ss', 'rr-yy-SS']","['Rr-Yy-SS', 'Rr-Yy-Ss']","['Black', 'White']","['Pink', 'Orange']","['50%', '50%']"
"['RR-YY-Ss', 'rr-yy-Ss']","['Rr-Yy-SS', 'Rr-Yy-Ss', 'Rr-Yy-ss']","['Black', 'White (seed)']","['Pink', 'Orange', 'Orange']","['33%', '33%', '33%']"
"['RR-YY-Ss', 'rr-yy-ss']","['Rr-Yy-Ss', 'Rr-Yy-ss']","['Black', 'White']","['Orange', 'Orange']","['50%', '50%']"
"['RR-YY-ss', 'RR-YY-ss']",['RR-YY-ss'],"['Black', 'Black']",['Black'],['100%']
"['RR-YY-ss', 'RR-Yy-SS']","['RR-YY-Ss', 'RR-Yy-Ss']","['Black', 'Red']","['Black', 'Orange']","['50%', '50%']"
"['RR-YY-ss', 'RR-Yy-Ss']","['RR-YY-Ss', 'RR-YY-ss', 'RR-Yy-Ss', 'RR-Yy-ss']","['Black', 'Orange']","['Black', 'Black', 'Orange', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-ss', 'RR-Yy-ss']","['RR-YY-ss', 'RR-Yy-ss']","['Black', 'Orange']","['Black', 'Orange']","['50%', '50%']"
"['RR-YY-ss', 'RR-yy-SS']",['RR-Yy-Ss'],"['Black', 'Red']",['Orange'],['100%']
"['RR-YY-ss', 'RR-yy-Ss']","['RR-Yy-Ss', 'RR-Yy-ss']","['Black', 'Red']","['Orange', 'Orange']","['50%', '50%']"
"['RR-YY-ss', 'RR-yy-ss']",['RR-Yy-ss'],"['Black', 'Red (seed)']",['Orange'],['100%']
"['RR-YY-ss', 'Rr-YY-SS']","['RR-YY-Ss', 'Rr-YY-Ss']","['Black', 'Orange']","['Black', 'Orange']","['50%', '50%']"
"['RR-YY-ss', 'Rr-YY-Ss']","['RR-YY-Ss', 'RR-YY-ss', 'Rr-YY-Ss', 'Rr-YY-ss']","['Black', 'Orange']","['Black', 'Black', 'Orange', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-ss', 'Rr-YY-ss']","['RR-YY-ss', 'Rr-YY-ss']","['Black', 'Orange']","['Black', 'Orange']","['50%', '50%']"
"['RR-YY-ss', 'Rr-Yy-SS']","['RR-YY-Ss', 'RR-Yy-Ss', 'Rr-YY-Ss', 'Rr-Yy-Ss']","['Black', 'Pink']","['Black', 'Orange', 'Orange', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-ss', 'Rr-Yy-Ss']","['RR-YY-Ss', 'RR-YY-ss', 'RR-Yy-Ss', 'RR-Yy-ss', 'Rr-YY-Ss', 'Rr-YY-ss', 'Rr-Yy-Ss', 'Rr-Yy-ss']","['Black', 'Orange']","['Black', 'Black', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange']","['12%', '12%', '12%', '12%', '12%', '12%', '12%', '12%']"
"['RR-YY-ss', 'Rr-Yy-ss']","['RR-YY-ss', 'RR-Yy-ss', 'Rr-YY-ss', 'Rr-Yy-ss']","['Black', 'Orange']","['Black', 'Orange', 'Orange', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-ss', 'Rr-yy-SS']","['RR-Yy-Ss', 'Rr-Yy-Ss']","['Black', 'Pink']","['Orange', 'Orange']","['50%', '50%']"
"['RR-YY-ss', 'Rr-yy-Ss']","['RR-Yy-Ss', 'RR-Yy-ss', 'Rr-Yy-Ss', 'Rr-Yy-ss']","['Black', 'Pink']","['Orange', 'Orange', 'Orange', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-ss', 'Rr-yy-ss']","['RR-Yy-ss', 'Rr-Yy-ss']","['Black', 'Pink']","['Orange', 'Orange']","['50%', '50%']"
"['RR-YY-ss', 'rr-YY-SS']",['Rr-YY-Ss'],"['Black', 'Yellow']",['Orange'],['100%']
"['RR-YY-ss', 'rr-YY-Ss']","['Rr-YY-Ss', 'Rr-YY-ss']","['Black', 'Yellow (seed)']","['Orange', 'Orange']","['50%', '50%']"
"['RR-YY-ss', 'rr-YY-ss']",['Rr-YY-ss'],"['Black', 'Yellow']",['Orange'],['100%']
"['RR-YY-ss', 'rr-Yy-SS']","['Rr-YY-Ss', 'Rr-Yy-Ss']","['Black', 'White']","['Orange', 'Orange']","['50%', '50%']"
"['RR-YY-ss', 'rr-Yy-Ss']","['Rr-YY-Ss', 'Rr-YY-ss', 'Rr-Yy-Ss', 'Rr-Yy-ss']","['Black', 'Yellow']","['Orange', 'Orange', 'Orange', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-ss', 'rr-Yy-ss']","['Rr-YY-ss', 'Rr-Yy-ss']","['Black', 'Yellow']","['Orange', 'Orange']","['50%', '50%']"
"['RR-YY-ss', 'rr-yy-SS']",['Rr-Yy-Ss'],"['Black', 'White']",['Orange'],['100%']
"['RR-YY-ss', 'rr-yy-Ss']","['Rr-Yy-Ss', 'Rr-Yy-ss']","['Black', 'White (seed)']","['Orange', 'Orange']","['50%', '50%']"
"['RR-YY-ss', 'rr-yy-ss']",['Rr-Yy-ss'],"['Black', 'White']",['Orange'],['100%']
"['RR-Yy-SS', 'RR-Yy-SS']","['RR-YY-SS', 'RR-Yy-SS', 'RR-yy-SS']","['Red', 'Red']","['Red', 'Red', 'Red']","['33%', '33%', '33%']"
"['RR-Yy-SS', 'RR-Yy-Ss']","['RR-YY-SS', 'RR-YY-Ss', 'RR-Yy-SS', 'RR-Yy-Ss', 'RR-yy-SS', 'RR-yy-Ss']","['Red', 'Orange']","['Red', 'Black', 'Red', 'Orange', 'Red', 'Red']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['RR-Yy-SS', 'RR-Yy-ss']","['RR-YY-Ss', 'RR-Yy-Ss', 'RR-yy-Ss']","['Red', 'Orange']","['Black', 'Orange', 'Red']","['33%', '33%', '33%']"
"['RR-Yy-SS', 'RR-yy-SS']","['RR-Yy-SS', 'RR-yy-SS']","['Red', 'Red']","['Red', 'Red']","['50%', '50%']"
"['RR-Yy-SS', 'RR-yy-Ss']","['RR-Yy-SS', 'RR-Yy-Ss', 'RR-yy-SS', 'RR-yy-Ss']","['Red', 'Red']","['Red', 'Orange', 'Red', 'Red']","['25%', '25%', '25%', '25%']"
"['RR-Yy-SS', 'RR-yy-ss']","['RR-Yy-Ss', 'RR-yy-Ss']","['Red', 'Red (seed)']","['Orange', 'Red']","['50%', '50%']"
"['RR-Yy-SS', 'Rr-YY-SS']","['RR-YY-SS', 'RR-Yy-SS', 'Rr-YY-SS', 'Rr-Yy-SS']","['Red', 'Orange']","['Red', 'Red', 'Orange', 'Pink']","['25%', '25%', '25%', '25%']"
"['RR-Yy-SS', 'Rr-YY-Ss']","['RR-YY-SS', 'RR-YY-Ss', 'RR-Yy-SS', 'RR-Yy-Ss', 'Rr-YY-SS', 'Rr-YY-Ss', 'Rr-Yy-SS', 'Rr-Yy-Ss']","['Red', 'Orange']","['Red', 'Black', 'Red', 'Orange', 'Orange', 'Orange', 'Pink', 'Orange']","['12%', '12%', '12%', '12%', '12%', '12%', '12%', '12%']"
"['RR-Yy-SS', 'Rr-YY-ss']","['RR-YY-Ss', 'RR-Yy-Ss', 'Rr-YY-Ss', 'Rr-Yy-Ss']","['Red', 'Orange']","['Black', 'Orange', 'Orange', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-Yy-SS', 'Rr-Yy-SS']","['RR-YY-SS', 'RR-Yy-SS', 'RR-yy-SS', 'Rr-YY-SS', 'Rr-Yy-SS', 'Rr-yy-SS']","['Red', 'Pink']","['Red', 'Red', 'Red', 'Orange', 'Pink', 'Pink']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['RR-Yy-SS', 'Rr-Yy-Ss']","['RR-YY-SS', 'RR-YY-Ss', 'RR-Yy-SS', 'RR-Yy-Ss', 'RR-yy-SS', 'RR-yy-Ss', 'Rr-YY-SS', 'Rr-YY-Ss', 'Rr-Yy-SS', 'Rr-Yy-Ss', 'Rr-yy-SS', 'Rr-yy-Ss']","['Red', 'Orange']","['Red', 'Black', 'Red', 'Orange', 'Red', 'Red', 'Orange', 'Orange', 'Pink', 'Orange', 'Pink', 'Pink']","['8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%']"
"['RR-Yy-SS', 'Rr-Yy-ss']","['RR-YY-Ss', 'RR-Yy-Ss', 'RR-yy-Ss', 'Rr-YY-Ss', 'Rr-Yy-Ss', 'Rr-yy-Ss']","['Red', 'Orange']","['Black', 'Orange', 'Red', 'Orange', 'Orange', 'Pink']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['RR-Yy-SS', 'Rr-yy-SS']","['RR-Yy-SS', 'RR-yy-SS', 'Rr-Yy-SS', 'Rr-yy-SS']","['Red', 'Pink']","['Red', 'Red', 'Pink', 'Pink']","['25%', '25%', '25%', '25%']"
"['RR-Yy-SS', 'Rr-yy-Ss']","['RR-Yy-SS', 'RR-Yy-Ss', 'RR-yy-SS', 'RR-yy-Ss', 'Rr-Yy-SS', 'Rr-Yy-Ss', 'Rr-yy-SS', 'Rr-yy-Ss']","['Red', 'Pink']","['Red', 'Orange', 'Red', 'Red', 'Pink', 'Orange', 'Pink', 'Pink']","['12%', '12%', '12%', '12%', '12%', '12%', '12%', '12%']"
"['RR-Yy-SS', 'Rr-yy-ss']","['RR-Yy-Ss', 'RR-yy-Ss', 'Rr-Yy-Ss', 'Rr-yy-Ss']","['Red', 'Pink']","['Orange', 'Red', 'Orange', 'Pink']","['25%', '25%', '25%', '25%']"
"['RR-Yy-SS', 'rr-YY-SS']","['Rr-YY-SS', 'Rr-Yy-SS']","['Red', 'Yellow']","['Orange', 'Pink']","['50%', '50%']"
"['RR-Yy-SS', 'rr-YY-Ss']","['Rr-YY-SS', 'Rr-YY-Ss', 'Rr-Yy-SS', 'Rr-Yy-Ss']","['Red', 'Yellow (seed)']","['Orange', 'Orange', 'Pink', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-Yy-SS', 'rr-YY-ss']","['Rr-YY-Ss', 'Rr-Yy-Ss']","['Red', 'Yellow']","['Orange', 'Orange']","['50%', '50%']"
"['RR-Yy-SS', 'rr-Yy-SS']","['Rr-YY-SS', 'Rr-Yy-SS', 'Rr-yy-SS']","['Red', 'White']","['Orange', 'Pink', 'Pink']","['33%', '33%', '33%']"
"['RR-Yy-SS', 'rr-Yy-Ss']","['Rr-YY-SS', 'Rr-YY-Ss', 'Rr-Yy-SS', 'Rr-Yy-Ss', 'Rr-yy-SS', 'Rr-yy-Ss']","['Red', 'Yellow']","['Orange', 'Orange', 'Pink', 'Orange', 'Pink', 'Pink']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['RR-Yy-SS', 'rr-Yy-ss']","['Rr-YY-Ss', 'Rr-Yy-Ss', 'Rr-yy-Ss']","['Red', 'Yellow']","['Orange', 'Orange', 'Pink']","['33%', '33%', '33%']"
"['RR-Yy-SS', 'rr-yy-SS']","['Rr-Yy-SS', 'Rr-yy-SS']","['Red', 'White']","['Pink', 'Pink']","['50%', '50%']"
"['RR-Yy-SS', 'rr-yy-Ss']","['Rr-Yy-SS', 'Rr-Yy-Ss', 'Rr-yy-SS', 'Rr-yy-Ss']","['Red', 'White (seed)']","['Pink', 'Orange', 'Pink', 'Pink']","['25%', '25%', '25%', '25%']"
